frame,ok,x,y,w,h,score,dt_ms
0,1,1248.00,1989.00,224.00,229.00,,56.240
1,1,1248.00,1990.00,224.00,229.00,,32.475
2,1,1248.00,1989.00,224.00,229.00,,37.219
3,1,1248.00,1990.00,224.00,229.00,,39.653
4,1,1248.00,1991.00,224.00,229.00,,34.196
5,1,1248.00,1992.00,224.00,229.00,,42.258
6,1,1250.00,1991.00,224.00,229.00,,34.607
7,1,1250.00,1994.00,224.00,229.00,,41.240
8,1,1250.00,1993.00,224.00,229.00,,44.274
9,1,1250.00,1996.00,224.00,229.00,,39.087
10,1,1250.00,1995.00,224.00,229.00,,33.193
11,1,1252.00,1998.00,224.00,229.00,,35.258
12,1,1252.00,1999.00,224.00,229.00,,32.115
13,1,1252.00,2000.00,224.00,229.00,,33.766
14,1,1252.00,2001.00,224.00,229.00,,31.041
15,1,1252.00,2002.00,224.00,229.00,,37.368
16,1,1252.00,2003.00,224.00,229.00,,33.163
17,1,1254.00,2006.00,224.00,229.00,,32.152
18,1,1254.00,2007.00,224.00,229.00,,33.663
19,1,1254.00,2008.00,224.00,229.00,,36.439
20,1,1254.00,2009.00,224.00,229.00,,34.492
21,1,1256.00,2012.00,224.00,229.00,,32.650
22,1,1256.00,2013.00,224.00,229.00,,30.812
23,1,1256.00,2014.00,224.00,229.00,,37.848
24,1,1256.00,2015.00,224.00,229.00,,39.387
25,1,1256.00,2018.00,224.00,229.00,,37.808
26,1,1258.00,2019.00,224.00,229.00,,32.895
27,1,1258.00,2020.00,224.00,229.00,,35.265
28,1,1258.00,2021.00,224.00,229.00,,30.862
29,1,1258.00,2024.00,224.00,229.00,,30.991
30,1,1260.00,2025.00,224.00,229.00,,32.541
31,1,1260.00,2028.00,224.00,229.00,,32.847
32,1,1260.00,2027.00,224.00,229.00,,33.165
33,1,1260.00,2030.00,224.00,229.00,,31.966
34,1,1260.00,2031.00,224.00,229.00,,30.088
35,1,1262.00,2034.00,224.00,229.00,,31.858
36,1,1262.00,2033.00,224.00,229.00,,33.336
37,1,1262.00,2036.00,224.00,229.00,,34.814
38,1,1262.00,2037.00,224.00,229.00,,33.836
39,1,1262.00,2040.00,224.00,229.00,,38.837
40,1,1264.00,2041.00,224.00,229.00,,37.264
41,1,1264.00,2042.00,224.00,229.00,,38.401
42,1,1264.00,2043.00,224.00,229.00,,39.361
43,1,1266.00,2044.00,224.00,229.00,,40.092
44,1,1266.00,2045.00,224.00,229.00,,36.081
45,1,1266.00,2048.00,224.00,229.00,,36.800
46,1,1266.00,2047.00,224.00,229.00,,32.228
47,1,1266.00,2050.00,224.00,229.00,,33.079
48,1,1268.00,2051.00,224.00,229.00,,37.257
49,1,1268.00,2052.00,224.00,229.00,,36.897
50,1,1268.00,2053.00,224.00,229.00,,31.060
51,1,1270.00,2054.00,224.00,229.00,,32.499
52,1,1270.00,2055.00,224.00,229.00,,35.034
53,1,1270.00,2056.00,224.00,229.00,,31.520
54,1,1272.00,2057.00,224.00,229.00,,32.280
55,1,1272.00,2058.00,224.00,229.00,,31.758
56,1,1274.00,2059.00,224.00,229.00,,32.815
57,1,1274.00,2062.00,224.00,229.00,,32.304
58,1,1276.00,2061.00,224.00,229.00,,32.641
59,1,1276.00,2064.00,224.00,229.00,,38.198
60,1,1278.00,2063.00,224.00,229.00,,37.285
61,1,1278.00,2066.00,224.00,229.00,,37.510
62,1,1280.00,2067.00,224.00,229.00,,32.162
63,1,1280.00,2068.00,224.00,229.00,,35.411
64,1,1282.00,2069.00,224.00,229.00,,39.382
65,1,1282.00,2070.00,224.00,229.00,,30.228
66,1,1284.00,2071.00,224.00,229.00,,31.488
67,1,1286.00,2072.00,224.00,229.00,,32.106
68,1,1286.00,2073.00,224.00,229.00,,31.791
69,1,1288.00,2076.00,224.00,229.00,,35.408
70,1,1290.00,2075.00,224.00,229.00,,32.829
71,1,1290.00,2078.00,224.00,229.00,,33.162
72,1,1292.00,2077.00,224.00,229.00,,35.508
73,1,1292.00,2080.00,224.00,229.00,,40.018
74,1,1294.00,2079.00,224.00,229.00,,35.474
75,1,1296.00,2082.00,224.00,229.00,,31.379
76,1,1296.00,2083.00,224.00,229.00,,31.852
77,1,1298.00,2084.00,224.00,229.00,,35.712
78,1,1300.00,2085.00,224.00,229.00,,40.923
79,1,1302.00,2088.00,224.00,229.00,,34.999
80,1,1304.00,2089.00,224.00,229.00,,35.870
81,1,1304.00,2090.00,224.00,229.00,,34.954
82,1,1306.00,2091.00,224.00,229.00,,33.979
83,1,1308.00,2094.00,224.00,229.00,,34.804
84,1,1310.00,2095.00,224.00,229.00,,31.245
85,1,1312.00,2098.00,224.00,229.00,,32.944
86,1,1314.00,2099.00,224.00,229.00,,33.149
87,1,1316.00,2100.00,224.00,229.00,,31.852
88,1,1318.00,2101.00,224.00,229.00,,33.708
89,1,1318.00,2104.00,224.00,229.00,,36.166
90,1,1320.00,2105.00,224.00,229.00,,34.021
91,1,1322.00,2106.00,224.00,229.00,,32.340
92,1,1324.00,2107.00,224.00,229.00,,32.270
93,1,1326.00,2110.00,224.00,229.00,,31.054
94,1,1328.00,2111.00,224.00,229.00,,32.325
95,1,1330.00,2114.00,224.00,229.00,,33.574
96,1,1330.00,2115.00,224.00,229.00,,33.601
97,1,1332.00,2118.00,224.00,229.00,,36.826
98,1,1334.00,2119.00,224.00,229.00,,34.552
99,1,1336.00,2122.00,224.00,229.00,,32.173
100,1,1338.00,2123.00,224.00,229.00,,32.667
101,1,1340.00,2126.00,224.00,229.00,,34.611
102,1,1342.00,2129.00,224.00,229.00,,35.817
103,1,1344.00,2132.00,224.00,229.00,,33.336
104,1,1346.00,2133.00,224.00,229.00,,31.517
105,1,1348.00,2136.00,224.00,229.00,,36.817
106,1,1350.00,2139.00,224.00,229.00,,36.640
107,1,1352.00,2142.00,224.00,229.00,,30.809
108,1,1354.00,2143.00,224.00,229.00,,32.733
109,1,1356.00,2146.00,224.00,229.00,,33.679
110,1,1358.00,2149.00,224.00,229.00,,32.020
111,1,1360.00,2152.00,224.00,229.00,,33.413
112,1,1362.00,2155.00,224.00,229.00,,32.414
113,1,1364.00,2158.00,224.00,229.00,,33.211
114,1,1366.00,2159.00,224.00,229.00,,32.295
115,1,1368.00,2164.00,224.00,229.00,,31.371
116,1,1370.00,2165.00,224.00,229.00,,31.513
117,1,1372.00,2170.00,224.00,229.00,,33.874
118,1,1376.00,2171.00,224.00,229.00,,36.059
119,1,1378.00,2176.00,224.00,229.00,,32.668
120,1,1380.00,2179.00,224.00,229.00,,32.206
121,1,1382.00,2182.00,224.00,229.00,,37.118
122,1,1386.00,2185.00,224.00,229.00,,36.427
123,1,1388.00,2190.00,224.00,229.00,,32.814
124,1,1390.00,2191.00,224.00,229.00,,33.742
125,1,1392.00,2196.00,224.00,229.00,,36.322
126,1,1396.00,2199.00,224.00,229.00,,36.500
127,1,1398.00,2202.00,224.00,229.00,,31.517
128,1,1400.00,2205.00,224.00,229.00,,32.848
129,1,1402.00,2208.00,224.00,229.00,,32.946
130,1,1404.00,2211.00,224.00,229.00,,31.637
131,1,1408.00,2214.00,224.00,229.00,,28.498
