frame,ok,x,y,w,h,score,dt_ms
0,1,1037.00,2188.00,300.00,240.00,,13.584
1,1,1035.00,2188.00,300.00,240.00,,13.020
2,1,1034.00,2188.00,300.00,240.00,,13.625
3,1,1034.00,2189.00,300.00,240.00,,12.908
4,1,1036.00,2192.00,300.00,240.00,,18.072
5,1,1037.00,2193.00,300.00,240.00,,14.244
6,1,1038.00,2191.00,300.00,240.00,,11.624
7,1,1038.00,2191.00,300.00,240.00,,11.367
8,1,1038.00,2193.00,300.00,240.00,,11.528
9,1,1039.00,2192.00,300.00,240.00,,11.619
10,0,1051.00,2192.00,293.00,235.00,,8.579
11,1,1037.00,2193.00,300.00,240.00,,11.461
12,1,1037.00,2196.00,300.00,240.00,,11.269
13,1,1036.00,2195.00,300.00,240.00,,17.192
14,1,1036.00,2193.00,300.00,240.00,,18.491
15,1,1036.00,2193.00,300.00,240.00,,17.009
16,1,1035.00,2194.00,300.00,240.00,,10.816
17,1,1035.00,2194.00,300.00,240.00,,11.001
18,1,1035.00,2195.00,300.00,240.00,,13.898
19,1,1035.00,2196.00,300.00,240.00,,11.807
20,1,1034.00,2195.00,300.00,240.00,,11.383
21,1,1033.00,2192.00,300.00,240.00,,12.850
22,1,1034.00,2195.00,300.00,240.00,,10.835
23,1,1033.00,2196.00,300.00,240.00,,11.234
24,1,1034.00,2196.00,300.00,240.00,,11.534
25,1,1034.00,2196.00,300.00,240.00,,14.097
26,1,1034.00,2196.00,300.00,240.00,,10.995
27,1,1034.00,2194.00,300.00,240.00,,12.870
28,1,1035.00,2194.00,300.00,240.00,,11.001
29,1,1037.00,2198.00,300.00,240.00,,11.287
30,1,1036.00,2198.00,300.00,240.00,,12.088
31,1,1033.00,2196.00,300.00,240.00,,11.519
32,1,1031.00,2195.00,300.00,240.00,,12.466
33,1,1029.00,2196.00,300.00,240.00,,11.541
34,1,1027.00,2193.00,300.00,240.00,,11.390
35,1,1028.00,2192.00,300.00,240.00,,15.811
36,1,1031.00,2196.00,300.00,240.00,,15.485
37,1,1032.00,2196.00,300.00,240.00,,11.243
38,1,1031.00,2195.00,300.00,240.00,,11.446
39,1,1029.00,2195.00,300.00,240.00,,11.521
40,1,1032.00,2201.00,300.00,240.00,,11.257
41,1,1032.00,2198.00,300.00,240.00,,12.701
42,1,1032.00,2197.00,300.00,240.00,,11.670
