frame,ok,x,y,w,h,score,dt_ms
0,1,2754.00,1014.00,255.00,102.00,0.9999721646308899,9.382
1,1,2754.00,1014.00,255.00,102.00,0.999967098236084,10.626
2,1,2732.00,1016.00,230.00,92.00,0.5981030464172363,7.213
3,0,2754.00,1014.00,255.00,102.00,0.20760835707187653,4.751
4,0,2754.00,1014.00,255.00,102.00,0.12381394952535629,4.739
5,0,2754.00,1014.00,255.00,102.00,0.05212898924946785,7.988
6,0,2754.00,1014.00,255.00,102.00,-0.05786395072937012,7.657
7,0,2754.00,1014.00,255.00,102.00,-0.10170258581638336,5.362
8,0,2754.00,1014.00,255.00,102.00,-0.07767324894666672,4.942
9,0,2754.00,1014.00,255.00,102.00,-0.07537586241960526,8.344
10,0,2754.00,1014.00,255.00,102.00,-0.07731141149997711,4.903
11,0,2754.00,1014.00,255.00,102.00,-0.07502870261669159,7.752
12,0,2754.00,1014.00,255.00,102.00,-0.071469746530056,8.184
13,0,2754.00,1014.00,255.00,102.00,-0.07094119489192963,8.643
14,0,2754.00,1014.00,255.00,102.00,-0.07279792428016663,8.141
15,0,2754.00,1014.00,255.00,102.00,-0.07367968559265137,8.552
16,0,2754.00,1014.00,255.00,102.00,-0.07364396750926971,7.681
17,0,2754.00,1014.00,255.00,102.00,-0.07117985934019089,7.596
18,0,2754.00,1014.00,255.00,102.00,-0.07711885869503021,8.058
19,0,2754.00,1014.00,255.00,102.00,-0.07829571515321732,7.607
20,0,2754.00,1014.00,255.00,102.00,-0.07859234511852264,5.726
21,0,2754.00,1014.00,255.00,102.00,-0.07448812574148178,5.973
22,0,2754.00,1014.00,255.00,102.00,-0.07479987293481827,4.952
23,0,2754.00,1014.00,255.00,102.00,-0.07591915130615234,4.800
24,0,2754.00,1014.00,255.00,102.00,-0.07641087472438812,7.486
25,0,2754.00,1014.00,255.00,102.00,-0.07689029723405838,7.380
26,0,2754.00,1014.00,255.00,102.00,-0.0756828561425209,4.721
27,0,2754.00,1014.00,255.00,102.00,-0.07726173847913742,4.758
